Epoch,Train Loss,Train Accuracy,Train F1-Score,Test Loss,Test Accuracy,Test F1-Score
1,4.169828857607244,6.14,0.05417111939211949,3.8066877832837926,10.57,0.07732189521213836
2,3.7379637310267104,12.066,0.10867191944217955,3.4496583756367873,17.25,0.14316053261746514
3,3.348807374229821,18.594,0.1735667746344914,3.3438821248947437,18.23,0.1742836986296147
4,3.0052574891263566,24.74,0.23626439046395914,3.066605520855849,29.0,0.26654190593774674
5,2.685527398763105,30.878,0.29925693525766767,2.5005086546490904,36.36,0.34770080994273883
6,2.432665057042066,36.118,0.35304965113740777,2.2953349405033574,40.19,0.39188810139638924
7,2.1989779818393385,40.938,0.4028128089163134,2.2366946153580005,40.23,0.3958983527314428
8,2.0225892969409522,44.892,0.44311959130248696,1.9311572001997832,48.44,0.4801104158083399
9,1.8643106269409588,48.364,0.47877072727999564,1.7977567607430136,51.91,0.5156924543864723
10,1.7407411742393317,51.488,0.5106400575241745,1.86760565885313,51.21,0.5102551176752438
11,1.6301332309727778,53.826,0.5347945743491165,1.7370674078631554,52.97,0.5268839394986636
12,1.5335965452291775,56.3,0.5598929935160167,1.8820496281241155,55.7,0.5545375144874524
13,1.4450670589723855,58.67,0.5838151604319107,1.5574650586031045,57.05,0.5719406297641156
14,1.3528275463892065,60.834,0.6061220227949197,1.4542029674645442,59.31,0.5883838003907373
15,1.2825100820540163,62.852,0.6262094455998012,1.4694595040789076,59.9,0.5960597407652948
16,1.2024515171337615,64.828,0.6465947991353184,1.4401026223875155,61.77,0.618509744175482
17,1.1348039026150618,66.46,0.6631180410621401,1.4864562070293792,60.73,0.6068569013533767
18,1.0648985848097545,68.264,0.6812479457102972,1.3282401394692196,62.67,0.6278826461268865
19,1.0085176367055424,70.17,0.70060077324466,1.2953419389238783,64.07,0.6379762487427966
20,0.9427907559115564,71.554,0.7145613469621245,1.3208098024319692,63.6,0.634875189101146
21,0.8909980154708218,73.008,0.7293143185212261,1.3486652894384543,64.24,0.6394133918650912
22,0.8307079956735797,74.458,0.7437478743916895,1.2486622959944853,65.39,0.6523657003306484
23,0.7789516888006264,76.172,0.761004617509386,1.313938537790517,65.37,0.6513483358141874
24,0.7340120638499175,77.372,0.7731916327720504,1.2954563439651658,65.58,0.6544944148133435
25,0.6829798614506222,78.786,0.7874412626637043,1.2869091428768862,66.17,0.6614959547980322
26,0.6464416649183045,79.938,0.799047124298361,1.315484682086167,66.59,0.6667983611847007
27,0.6180712288374182,80.636,0.806109513597921,1.358997938359619,66.63,0.665267664973933
28,0.5569314323270412,82.482,0.8245760265146562,1.4085050062009483,66.03,0.658584614200913
29,0.5288034729335619,83.354,0.8332859195370192,1.3510584667989403,66.53,0.6654899808114806
30,0.4960170483307155,84.234,0.8421587297098423,1.3657292575593207,66.49,0.6656806124234047
31,0.45899273874357227,85.378,0.8536323750844068,1.3678615920862573,66.65,0.6670307975379391
32,0.4296935579317915,86.286,0.8627132156608339,1.4679742781979264,66.18,0.6632499468467429
33,0.4025185166684258,87.158,0.8715090471967951,1.6132176689281585,64.52,0.6422595734303593
34,0.22859702185463265,92.51,0.9250075264672372,1.4345696059761532,69.56,0.6959433780962692
35,0.16169490601838854,94.7,0.9469657639466376,1.520524921310935,69.94,0.7000478970005418
36,0.14580669114842554,95.178,0.9517912178546402,1.5210207024956965,70.07,0.7011246482266525
37,0.12963743150100837,95.696,0.9569537044959393,1.6243787392689164,69.96,0.6992758136172537
38,0.11280079552894244,96.228,0.9622596741109094,1.612385821949904,70.24,0.7034213580760464
39,0.10914103173272079,96.304,0.963018767161161,1.6170323270900993,70.18,0.7018287874081326
40,0.10104819834220422,96.674,0.9667391521968576,1.6996827710206341,70.09,0.7015922552862953
41,0.09455861366423005,96.898,0.9689732338791645,1.670598725984051,69.86,0.6998787903370515
42,0.08824606245095411,97.004,0.9700406231008575,1.7452423257432925,69.36,0.6943751896164925
43,0.08172312072154296,97.314,0.9731321629429831,1.8122943514471601,69.4,0.695040717655509
44,0.07669442608807227,97.456,0.9745533748098243,1.785014906126982,69.56,0.6958099440718958
45,0.06903056994668873,97.68,0.9768014310063103,1.7938071895556844,69.85,0.6994441267111657
46,0.06390989793385939,97.904,0.9790457203664052,1.8361371782175295,69.62,0.6974437746159279
