Epoch,Train Loss,Train Accuracy,Train F1-Score,Test Loss,Test Accuracy,Test F1-Score
1,0.07477450557335939,98.702,0.9876579214543773,0.7178298304225229,84.79,0.8480618807474081
2,0.014086473958518106,99.51,0.9951003626783845,0.7925815204644848,84.71,0.8460525604507597
3,0.01782153536089743,99.412,0.9941202333888917,0.8213282306767573,85.46,0.8536720149587007
4,0.016248907116554936,99.484,0.994839968434236,0.841244510493603,85.04,0.8502839714520445
5,0.012131961856584777,99.608,0.9960799885247199,0.8914097520837169,85.52,0.8563935952108203
6,0.008471645245494017,99.724,0.9972399497568153,1.172543535275966,83.54,0.8309448403384672
7,0.016419461517202447,99.442,0.9944198550465898,1.133418667278472,83.1,0.8330244571607002
8,0.006128869248150912,99.84,0.9984001713432958,0.8269434929558426,86.34,0.8634242507271404
9,0.0012400417204656005,99.964,0.9996399959908006,0.8356010124656805,86.7,0.8665794039597249
10,0.0006213414855089184,99.988,0.999879999998,0.8514583926102158,86.55,0.8648673595501707
11,0.00040389683114741483,99.994,0.9999399999998001,0.8381245731358316,86.72,0.8670388588794451
