Epoch,Train Loss,Train Accuracy,Train F1-Score,Test Loss,Test Accuracy,Test F1-Score
1,3.335326491566875,23.874,0.23811335278961582,2.188602428527395,41.41,0.399452716143132
2,1.9308682166401991,47.512,0.4693708172791791,1.7571228583147571,51.81,0.5132495835614942
3,1.566858928526759,56.26,0.5592418174651913,1.6084379079235587,55.67,0.5549921616049007
4,1.327628630887517,62.192,0.6194651413496064,1.4942118988674917,58.79,0.5871106743420467
5,1.1371224463138434,67.19,0.6700319609235541,1.4320856480841424,60.74,0.6083607042972967
6,0.9789429167499932,71.196,0.7106632603770972,1.3768272263229273,62.19,0.6213180053079504
7,0.8344545885729973,75.1,0.750136608408094,1.354913467434561,63.99,0.6387196156723971
8,0.7210504627974746,78.19,0.7811839534267121,1.3924516754545224,63.22,0.6305873428574618
9,0.6056494426811138,81.512,0.8146750226283844,1.3971072344263649,64.03,0.6422448023727523
10,0.5286122774300368,83.94,0.8390687045038699,1.4572778085994114,63.5,0.6372310851322591
11,0.45496074716224694,86.126,0.8610672384411856,1.4869276820474369,63.83,0.638278291351908
12,0.3839787409910003,88.052,0.8803580833405571,1.4953750983165328,65.18,0.6521025506926329
13,0.3417433806506874,89.244,0.8923822923980711,1.5123966951279124,65.26,0.6538268230301546
14,0.29950543231023546,90.664,0.9065694285768428,1.616026147535652,64.13,0.6419403817859002
15,0.26164582140191134,91.722,0.9171724945833407,1.665138974690893,64.53,0.6472505548273995
16,0.2418928532039418,92.386,0.9238471593140564,1.6459421124427942,65.81,0.6592839802998361
17,0.22292675953501326,93.044,0.9304245354815253,1.6873576994154864,65.2,0.6519184835890962
18,0.1965720179845648,93.656,0.936553767577226,1.7243459084231383,65.43,0.6536490232107117
19,0.09739263411944785,97.158,0.9715769578946727,1.5504211293663948,67.88,0.6796507655462302
20,0.06685170437247419,98.078,0.9807780328388477,1.5808755542821944,68.66,0.6868489105989976
21,0.057578083898281424,98.396,0.9839572904179706,1.5974488277344188,68.88,0.6892316768081181
22,0.04987477019186253,98.684,0.9868400486944329,1.6287959882408192,68.6,0.6863877838146073
23,0.04313671655174049,98.864,0.988639294279125,1.6432444605098409,69.19,0.6919404761946201
24,0.04042022801308042,98.956,0.9895579171454617,1.643454448053032,69.16,0.692416661150749
25,0.03735729833455075,99.01,0.9901001145133305,1.6928646025384309,69.12,0.6925472048974031
26,0.0334959930245755,99.114,0.9911379999613267,1.6744381990402368,69.36,0.6939599941467248
27,0.0326084202328754,99.162,0.991618863724113,1.709293552644693,69.08,0.6907608846639788
28,0.027512065703918696,99.318,0.9931802218870347,1.707433481979522,69.48,0.6955715443294477
29,0.025621375542871243,99.362,0.9936197296709959,1.7190454446586074,69.33,0.6932313994884169
30,0.023156778271639925,99.466,0.9946599347554536,1.7171772357764516,69.3,0.6934126268794342
31,0.02159510577014764,99.484,0.9948397308347792,1.726695463535892,69.69,0.6975879514814967
32,0.020335236509643792,99.482,0.9948183097039371,1.7223738731852003,69.78,0.6977665788498056
33,0.019327935112593814,99.552,0.9955195603176668,1.73885322566245,69.64,0.6969816788739099
34,0.0199222704042833,99.548,0.995480221484222,1.7456079983407524,68.86,0.6889657341951003
35,0.018338036895973745,99.56,0.9956002745030494,1.692747444199149,69.79,0.6981726898466227
36,0.018151245905709264,99.588,0.995879844465017,1.7322562139505033,69.75,0.6975867296583514
37,0.01738936411704549,99.606,0.9960604047219411,1.7269587167509042,69.13,0.6916134969274533
38,0.015852297812401342,99.658,0.9965798200841481,1.6886967978659708,69.64,0.6967847506679088
39,0.01750622813746481,99.638,0.9963801442442087,1.7491832918422237,69.23,0.6921147990875018
40,0.017056798939491906,99.614,0.9961404448155675,1.7499664889019766,69.24,0.6918580203697521
41,0.016917370654189426,99.626,0.9962606553654191,1.7411728000185291,69.22,0.6919591025238259
42,0.016715607450902222,99.616,0.9961596030823323,1.7315206759294886,69.83,0.6982876959893267
43,0.01630063374143313,99.632,0.9963200060454703,1.73006087275827,69.38,0.6941682746073038
44,0.016429802835838572,99.632,0.9963202050793545,1.7387958119629294,69.42,0.6942706629071773
45,0.015742373275225197,99.648,0.9964800859468578,1.73834449223652,69.68,0.6973794771237523
46,0.01722582434135837,99.63,0.9962993416170755,1.7457806479399371,69.72,0.697928030588044
47,0.015957325235452225,99.622,0.9962199047811069,1.7207275283564427,69.76,0.6979175555768219
