Epoch,Train Loss,Train Accuracy,Train F1-Score,Test Loss,Test Accuracy,Test F1-Score
88,0.1843770745277405,94.4875,0.9448354688410728,1.4118122317988402,70.36,0.7027326573292246
89,0.17803094224631785,94.5375,0.9453121468658655,1.470605784540723,69.37,0.6940209537165387
90,0.19872356491088866,93.845,0.938400826295648,1.4354897612219404,70.28,0.7022351555799691
91,0.18320743121802807,94.4625,0.9445713201038626,1.4886340844403407,69.92,0.6990087692343887
92,0.1827076750934124,94.3875,0.9438393648178244,1.3491606746509577,71.53,0.7177568800584916
93,0.18375290837883948,94.4775,0.9447457157972505,1.4143372121130584,70.72,0.7115091872260713
94,0.1853943131417036,94.23,0.9422347820847492,1.4453068428738103,69.73,0.6976462305008418
95,0.19232409971952438,94.145,0.9414172581142982,1.2996776863268227,72.28,0.7240210418462829
96,0.1765031953752041,94.48,0.9447397327969628,1.3607747930629996,71.36,0.7150221971190723
97,0.18139394981563092,94.3825,0.9437820912683695,1.4905853533441094,69.0,0.6920309904336758
98,0.1883218871176243,94.245,0.9423650797401271,1.4425884735812047,69.66,0.6966714145518089
99,0.18248662414848804,94.4675,0.944563797049122,1.4955209117786141,68.3,0.6851327632301586
100,0.17952054421752692,94.29,0.9429141805392729,1.44814769515566,70.54,0.7065732278342689
